post_id'post_id'title'description'source_link'body'image'images
А вот другой проект - также рабочая группа была сформирована ""с нуля"", зачем сработалась, но в отличии от предыдущего проекта, команда не оставалась стабильной - в ее составе происходили частые, но не большие изменения, что снижало уровень ее сплоченности, хотя и не значительно.





Другой пример - в команде проекта происходили более значительные изменения, что сильно снижало уровень ее сплоченности (падения показателя на графике более выраженные).

Далее я бы хотел привести еще два примера, над которыми читатель может поразмышлять самостоятельно

На всех предыдущих графиках мы наблюдали более или менее стабильный рост уровня сплоченности в спокойном состоянии.

Но этот уровень может не только расти, но и снижаться, как на следующем примере:

Это обусловлено наличием изначально малой по численности рабочей группы, в которую постоянно добавляются новые сотрудники.

Теперь, когда мы увидели, как выглядит изменение уровня сплоченности проекта, возникает вопрос - а как же можно посчитать уровень сплоченности программы (группы связанных проектов)?





Возникает желание предположить, что уровень сплоченности программы можно посчитать как среднее арифметическое уровней сплоченности входящих в нее проектов, но это будет неверно, т.к. например, высокие уровни сплоченности проектов могли бы дать на выходе высокий уровень сплоченности программы, хотя на самом деле сотрудники каждой проектной группы работают замкнуто и не имеют контактов с сотрудниками других проектов этой программы (т.е. не смотря на то, что уровень сплоченности каждой проектной группы может быть высокий, уровень сплоченности программы в целом может быть низкий).

Поэтому, можно сделать вывод от том, что уровень сплоченности программы нельзя считать как среднее значение уровней сплоченности ее проектов.

Получить степень сплоченности программы в определенный день можно усредняя степень сплоченности пар сотрудников, работавших в этот день вместе на каком-либо проекте, входящем в данную программу.

Далее я приведу несколько примеров графиков для различных программ.





Аналогично можно считать и уровень сплоченности всей компании.





Какова же практическая польза этих данных?

Группы с низким уровнем сплоченности нуждаются в поддержке HR – для них мы можем планировать адаптационные мероприятия, тимбилдинги и т.п.

Группы с высоким уровнем сплоченности мы можем рассматривать как источники кадров для создания новых рабочих группы.

Другой важной пользой является заблаговременный расчет уровня сплоченности новых групп, которые еще только планируются для старта проекта, что можно учитывать при ресурсном планировании. Это позволяет не только формировать уже сработавшиеся группы, но и облегчать интеграцию новых сотрудников.

Далее я привожу пример расчетов уровня сплоченности для нескольких планируемых групп.

Интересной дополнительной функций методики является возможность расчета покрытия (или охвата) сотрудников.

На основе матриц взаимодействия можно посчитать покрытие (охват) сотрудника – т.е. кол-во коллег, с которыми он взаимодействует в своей работе сейчас или взаимодействовал когда-либо.

Это позволяет выявить лидеров взаимодействия и аутсайдеров взаимодействия.

Аутсайдеры взаимодействия нуждаются в дополнительном контроле и поддержке, т.к. они, по сути, не интегрированы в деятельность компании.

Далее я приведу пример сортировки списка сотрудников по убыванию их охвата (при этом хорошо выявляются лидеры и аутсайдеры).

Также лидеров и аутсайдеров хорошо видно при визуализации охватов сотрудников.

Мы также можем посчитать динамику покрытия (охвата).



На графиках хорошо видно, как с течением времени меняется кол-во человек, с которыми взаимодействует сотрудник в своей работе.





А теперь немного социометрии. Выбирая пары сотрудников с максимальным уровнем сплоченности, можно получить выборки сотрудников, имеющих наибольший опыт взаимодействия с заданным сотрудником.

Например:

Объединяя социограммы, можно получить возможные пути передачи информации в компании, например:



Подведем итоги.

Что может моя методика Количественно оценить уровень сплоченности рабочей группы и компании Проследить изменение уровня сплоченности в динамике Оценить уровень сплоченности при ресурсном планировании Посчитать покрытие взаимодействия сотрудника Проследить динамику изменения покрытия взаимодействия сотрудника Выявить лидеров и аутсайдеров взаимодействия

Достоинства методики Дешевизна – не требует отвлечения сотрудников от работы Может применяться произвольно, в любой момент Скорость – можно получать требуемые данные мгновенно Полная автоматизация

Недостатки методики Нет учета антипатий – сотрудники могли работать вместе, но при этом относились друг к другу негативно (с другой стороны выявления антипатий - дорого)



Что мне хочется сделать дальше:"'https://habrastorage.org/getpro/habr/upload_files/0d1/5be/0cf/0d15be0cfa77fbb21bae3e4ced1c75d3.jpg'"['https://habrastorage.org/r/w780q1/getpro/habr/upload_files/84f/fc6/dce/84ffc6dcee8f1d00ba7fc13c739b871e.jpeg', 'https://habrastorage.org/r/w1560/getpro/habr/upload_files/755/a21/467/755a214674e69b4312cb6650d1ab6c5b.png', 'https://habrastorage.org/r/w1560/getpro/habr/upload_files/1b2/fce/5d1/1b2fce5d1911d4d7bcb6a5b33a3711c5.png', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/489/f29/c44/489f29c445c9fa66095fea99adb17362.jpeg', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/49b/739/ee9/49b739ee982ac4fd05529a363620caa1.jpeg', 'https://mc.yandex.ru/watch/24049213', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/db9/6b7/9b1/db96b79b1a003da935996cf507ca60e5.jpeg', 'https://habrastorage.org/r/w1560/getpro/habr/upload_files/c73/437/4a9/c734374a98b025f3be0f23bf557190d3.png', 'https://habrastorage.org/getpro/habr/upload_files/0d1/5be/0cf/0d15be0cfa77fbb21bae3e4ced1c75d3.jpg', 'https://habrastorage.org/r/w1560/getpro/habr/upload_files/a09/a3a/ea6/a09a3aea64bce4270c1380ddc9d2cc6f.png', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/46f/7f5/633/46f7f56333f60d38fdc6fdb1c5c549b5.jpeg', 'https://habrastorage.org/r/w1560/getpro/habr/upload_files/a77/ce3/d3c/a77ce3d3c828806fc4dd9d5307f9b3cb.png', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/7cc/5c1/0f6/7cc5c10f6bef13cf388576996a78eb52.jpeg', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/716/444/5d4/7164445d45a6e65e76a2d28b4339517d.jpeg', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/d0f/f49/d3a/d0ff49d3a5a2e0791196133c695e0d1e.jpeg', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/49f/865/bf1/49f865bf1b9685d26c4b4403164ea4dd.jpeg', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/a8c/c05/c0d/a8cc05c0d1e266fc0768a8537bf3c66f.jpeg', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/25d/fa9/137/25dfa9137553693973075d9a5e2d2791.jpeg', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/e50/9d2/500/e509d2500c1b092528bb3cefb62679b4.jpeg', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/22d/960/710/22d96071086aaf9c2b64e554d2b1aea3.jpeg', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/bf2/42c/7dc/bf242c7dc09c15cfae52a9fe9aabf466.jpeg', 'https://habrastorage.org/r/w1560/getpro/habr/upload_files/fa5/230/6e4/fa52306e43fc85352336fa5ec7310088.png', 'https://habrastorage.org/r/w780q1/getpro/habr/upload_files/c19/e21/2c1/c19e212c1f1a745da43b49af34adbe09.jpeg', 'https://habrastorage.org/r/w1560/getpro/habr/upload_files/3d6/527/4f1/3d65274f19b29a74ca118482f15ed79e.png', 'https://habrastorage.org/r/w1560/getpro/habr/upload_files/d11/1ed/194/d111ed194b64ca0695c7a1bed8685706.png']"
1'719958'Хорошо ли ChatGPT ищет ошибки в коде?'Нейросети всё больше вливаются в привычный мир, пытаясь упростить нам жизнь. Тот же ChatGPT вызвал бурю обсуждений в интернете. Чат бот способен писать тексты, код, рефераты и песни. Он даже умеет...'https://habr.com/ru/post/719958/'"Нейросети всё больше вливаются в привычный мир, пытаясь упростить нам жизнь. Тот же ChatGPT вызвал бурю обсуждений в интернете. Чат бот способен писать тексты, код, рефераты и песни. Он даже умеет искать ошибки в коде, но... хорошо ли он с этим справляется?

Тестируем ChatGPT

Проверим возможности ChatGPT на некоторых примерах из документации статического анализатора PVS-Studio. Документация каждого диагностического правила содержит примеры ошибочного кода (где PVS-Studio выдаёт предупреждение) и исправленного. Для каждого примера из статьи будет ссылка на соответствующую документацию. Кроме того, рассмотрим несколько примеров из реальных проектов.

В этой статье код будет на C#, но статья подойдёт и разработчикам на других языках программирования.

Синтетические примеры

Начнём с привычного всем C# разработчикам – NullReferenceException.

Диагностика V3125. В данном случае ChatGPT вполне правильно нашёл ошибку в маленьком куске кода. Он понял, что obj.Func2() следует поместить внутрь проверки obj на null. Попробуем слегка усложнить задачу и добавим межпроцедурного анализа.

И он действительно справился. Впечатляет. Уточню, что PVS-Studio на данном коде так же выдаст предупреждение.

Вот ещё один пример:

Диагностика V3179. Здесь ChatGPT тоже смог найти ошибку, хоть и не написал, что будет выброшено исключение. Также замечу, что иногда он выдавал вот такой ответ:

В этом ответе бот написал, что условие if невозможно и переменной itemForComparison никогда не присвоится значение. Естественно, список в метод может прийти любой и вывод ошибочный.

Также ChatGPT может не находить даже простые ошибки, хотя они могут быть не для всех очевидны. Например, вот в таком случае:

Диагностика V3186. В данном случае бот не нашёл ошибку. Переданные в метод аргументы некорректны. В массиве 4 элемента, стартовый индекс равен 2, количество элементов для просмотра равно 3, получили выход за границу массива.

Возможно, ChatGPT не нашёл данную ошибку, так как она не распространена, и у него просто не было нужной информации для обучения. Правда это не значит, что такую ошибку нельзя допустить, и её не нужно искать.

Cлучаются и промахи, когда ChatGPT говорит об ошибке, которой нет.

Диагностика V3178. На этом корректном коде ChatGPT смог найти ошибку, которой нет. По его словам, с помощью Console.WriteLine пытаются писать в файл, что является проблемой. Однако ничего такого здесь нет.

Синтетические уязвимости

PVS-Studio также умеет проверять код на наличие потенциальных уязвимостей. А умеет ли ChatGPT? Попросим его найти уязвимость SQL-инъекция.

Диагностика V5608. И бот справился. Он верно распознал уязвимость и подсказал, что для защиты от SQL injection нужно использовать параметризованные запросы.

Теперь попросим проанализировать код, в котором уже защитились от уязвимости.

ChatGPT посчитал, что этот код безопасен, и это действительно так. Вот только он не всегда правильно обрабатывает корректный код. Рассмотрим пример LDAP injection, в котором уже защитились от этой уязвимости.

Диагностика V5620. Хм, ChatGPT нашёл атаку типа LDAP injection. По его мнению, пользовательский ввод никак не проверяется и не кодируется. Однако мы вызвали метод Encoder.LdapFilterEncode, который как раз кодирует внешние данные.

Реальные ошибки и уязвимости

Весь код, который мы просили ИИ посмотреть, являлся синтетическим. Что же будет на реальном проекте? В прошлом году мы выпускали статью про XXE уязвимости: ""Уязвимости из-за обработки XML-файлов: XXE в C# приложениях в теории и на практике"". В ней был пример воспроизводимой уязвимости на проекте BlogEngine.NET, которую обнаруживает PVS-Studio.

Возьмём код, указанный в данной статье, и попросим найти ошибку.

public XMLRPCRequest(HttpContext input) { var inputXml = ParseRequest(input); // LogMetaWeblogCall(inputXml); this.LoadXmlRequest(inputXml); // Loads Method Call // and Associated Variables } private static string ParseRequest(HttpContext context) { var buffer = new byte[context.Request.InputStream.Length]; context.Request.InputStream.Position = 0; context.Request.InputStream.Read(buffer, 0, buffer.Length); return Encoding.UTF8.GetString(buffer); } private void LoadXmlRequest(string xml) { var request = new XmlDocument(); try { if (!(xml.StartsWith(""<?xml"") || xml.StartsWith(""<method""))) { xml = xml.Substring(xml.IndexOf(""<?xml"")); } request.LoadXml(xml); } catch (Exception ex) { throw new MetaWeblogException(""01"", $""Invalid XMLRPC Request. ({ex.Message})""); } .... }

На просьбу найти в данном коде уязвимость, анализатор ChatGPT выдал предположение, что здесь присутствует уязвимость переполнения буфера.

Увы, размерность массива buffer в точности такая, какая и требуется для содержимого потока. В теории возможна ситуация получения исключения System.OverflowException при выделении памяти под массив, если длина потока будет больше максимальной размерности массива. На практике при попытке получения входного потока будет выброшено исключение System.Web.HttpException с сообщением ""Maximum request length exceeded"". Далее это исключение будет определённым образом обработано. Выделения памяти под массив не произойдёт.

После этого мы задали вопрос про существование других уязвимостей в данном коде.

На этот вопрос бот дал довольно общий ответ о том, что в программах возможны уязвимости и нужно регулярно проводить анализ безопасности для выявления потенциальных уязвимостей. Хм, не могу не согласиться, но это не то, что ожидалось.

При этом PVS-Studio выдаст на данный код следующее предупреждение:

V5614 [CWE-611, OWASP-5.5.2] Potential XXE vulnerability inside method. Insecure XML parser is used to process potentially tainted data from the first argument: 'inputXml'. BlogEngine.Core XMLRPCRequest.cs 41

Стоит сказать, что у моего коллеги ChatGPT всё-таки смог найти эту уязвимость. Сказывается непостоянность его ответов.

Примечание. Кстати, результат, который может быть получен только с некоторой вероятностью, не очень подходит для инструментария программиста. Например, представьте, вы чуть поправили код и предупреждение исчезло. Что это значит? Вы исправили ошибку? Или просто теперь о ней не сообщают?

А как бот справляется с ошибками copy-paste? Пример ошибки из статьи, где мы с помощью PVS-Studio искали ошибки в веб-проектах, использующих ASP.NET Core. На 7 строке того рейтинга из статьи как раз была copy-paste ошибка из проекта Piranha CMS.

public override async Task InitializeAsync() { using (var api = CreateApi()) { .... // Add archive var blog = await BlogArchive.CreateAsync(api); blog.Id = BLOG_ID; blog.SiteId = SITE_ID; blog.Title = ""Blog""; blog.EnableComments = true; blog.Published = DateTime.Now; await api.Pages.SaveAsync(blog); var news = await BlogArchive.CreateAsync(api); news.Id = NEWS_ID; news.SiteId = SITE_ID; news.Title = ""News""; blog.EnableComments = true; // <= news.Published = DateTime.Now; await api.Pages.SaveAsync(news); .... } }

Немного мыслей

Перед выводом хочется добавить немного размышлений.

При использовании подобных систем искусственного интеллекта возникает вопрос сохранности исходного кода, ведь его придётся куда-то отправлять. Сегодня ты отправляешь свой код ИИ, а завтра этот код кто-то получает в качестве ответа на свой вопрос. Со всеми уязвимостями твоего проекта или продукта компании. Уже известно, что сотрудников Amazon и Microsoft попросили не делиться с ChatGPT конфиденциальной информацией.

Стоит помнить, что всю информацию, которую выдаёт любой искусственный интеллект в качестве ответа, нужно проверять. Хорошо, когда вы разбираетесь в теме и можете оценить корректность выдаваемой информации. Но может быть и так, что человек не разбирается в вопросе, и ИИ выдаёт неправильный ответ. Если пользователь не станет проверять полученную информацию, то это может привести к различным ошибкам и проблемам, а может и человеческим жертвам (в различных областях).

Несмотря на вышесказанное, я был сильно удивлён возможностями ChatGPT. Мы один раз в шутку попросили найти его ошибку в первом примере статьи и выдать ответ в формате SARIF. Не описать словами наше удивление, когда он это правда сделал.

Я думаю, что подобные модели искусственного интеллекта могут дополнить статический анализ, но никак не заменить его. ИИ можно было бы использовать для:

выявления определённых паттернов ошибок в коде;

повысить точность анализа за счёт обнаружения и откидывания ложных срабатываний.

Важно помнить, что ничего не заменит глубокое понимание и опыт разработчика.

Я считаю, что ChatGPT это неплохое подспорье, которое может стать отправной точкой для дальнейшей работы. Например, составить текст для ответа клиенту, накидать небольшую заметку или даже кусок для этой статьи :).

Вывод

Конечно, данное сравнение было сделано скорее ради человеческого любопытства и забавы, а не реального сравнения статического анализатора PVS-Studio и ChatGPT. Понятно, что ChatGPT не обладает полной информацией о программе. Статическому анализу с этим проще, у него есть более полное представление кода и различная семантическая информация. Можно сказать, что статический анализатор просто обладает большими знаниями о происходящем. Это помогает ему находить довольно сложные проблемы, которые не всегда видны с первого взгляда.

Плюс поиск ошибок – это не только сам анализ и выдача сообщения, а ещё и идущая в комплекте инфраструктура. Плагины для IDE с удобной навигацией и фильтрацией, встраивание в CI, поддержка игровых движков, лёгкое использование в проектах с legacy и многое другое, идёт в комплекте с анализатором. Боту, например, тяжело сказать, что он ошибся (он ещё может не соглашаться), а в плагине можно просто отметить предупреждение как ложное.

Спасибо за прочтение, надеюсь, вы утолили свой интерес :). Всем интересующимся данной темой предлагаю также почитать статью ""Использование машинного обучения в статическом анализе исходного кода программ"" про нюансы совмещения искусственного интеллекта и методологии статического анализа. На данный момент приведённые в ней аргументы всё ещё в силе. ИИ для поиска ошибок и уязвимостей выглядит пока больше как игрушка в сравнении с классическими статическими анализаторами кода.

Goodbye to all the readers of the article! Thank you for taking the time to read this. I hope the information provided was helpful and informative. If you have any further questions, feel free to ask. Have a great day! – ChatGPT

Если хотите поделиться этой статьей с англоязычной аудиторией, то прошу использовать ссылку на перевод: Artem Rovenskii. Is ChatGPT good enough at spotting bugs in code?."'https://habrastorage.org/getpro/habr/upload_files/486/1f3/65c/4861f365c0ee9fa685fc22e51c44e725.png'"['https://habrastorage.org/r/w1560/webt/ng/mb/a7/ngmba7ly3u2lrmkld2fqp4szvai.png', 'https://habrastorage.org/r/w1560/webt/g3/mm/4l/g3mm4lgnxd_z9290ma7fm6nbsjk.png', 'https://habrastorage.org/r/w1560/webt/ih/rd/eu/ihrdeuze2vs06iki_o32mlpwj50.png', 'https://habrastorage.org/r/w1560/webt/85/fx/bo/85fxboshz4fryozm1rtxrdbipjs.png', 'https://habrastorage.org/r/w1560/webt/tl/-l/tj/tl-ltjh_u5xazjdu6sglyag_arq.png', 'https://habrastorage.org/r/w1560/webt/lm/9h/ng/lm9hng90ii1tl-uhlkquffsi6cc.png', 'https://habrastorage.org/r/w1560/webt/ln/ym/x4/lnymx4p-svxpiw9rpcntpcmkska.png', 'https://habrastorage.org/getpro/habr/upload_files/486/1f3/65c/4861f365c0ee9fa685fc22e51c44e725.png', 'https://habrastorage.org/r/w1560/webt/1y/uw/x9/1yuwx9p7eohvt8ylirgfqfpg1fm.png', 'https://habrastorage.org/r/w1560/webt/kb/wf/jv/kbwfjv0sdeqjlz7-ieolz75nbua.png', 'https://habrastorage.org/r/w1560/webt/kl/xy/vn/klxyvna1dusdx2jctlwws_pb0xe.png', 'https://habrastorage.org/r/w1560/webt/ot/kz/m6/otkzm603b4ae6cpiwxsdqqw2jzu.png', 'https://mc.yandex.ru/watch/24049213', 'https://habrastorage.org/getpro/habr/avatars/8f2/31e/38a/8f231e38a0054d96d259a8aafee3e4cd.jpg', 'https://habrastorage.org/r/w1560/webt/c7/xt/sm/c7xtsmpw30594ophh9exiyge0a8.png', 'https://habrastorage.org/r/w32/getpro/habr/avatars/8f2/31e/38a/8f231e38a0054d96d259a8aafee3e4cd.jpg', 'https://habrastorage.org/r/w1560/webt/au/hm/wb/auhmwbv22md74wuw3zinvayn3ha.png', 'https://habrastorage.org/getpro/habr/company/95a/244/327/95a244327fc36477b6048c0f8b67df8b.png']"
2'719950'Дайджест событий для эйчаров и рекрутеров в IT в марте 2023'Судя по количеству анонсов в дайджесте — сезон мероприятий стартовал и уже в самом разгаре. В этой подборке — несколько курсов для тех, кто хочет развиваться или уже развивается в IT HR или...'https://habr.com/ru/post/719950/'"Судя по количеству анонсов в дайджесте — сезон мероприятий стартовал и уже в самом разгаре. В этой подборке — несколько курсов для тех, кто хочет развиваться или уже развивается в IT HR или рекрутменте, большие конференции и офлайн-встречи, если хочется сделать акцент на тенденциях и нетворкинге, а еще вебинары про HR-инструменты и даже онлайн-шоу с наймом в реальном времени. В общем, событий много — на любой вкус и цвет.

Анонсы будут появляться по мере выхода — не забывайте следить за обновлениями поста и комментариями.

Курсы

Интенсивы, тренинги, вебинары и встречи

Как войти в IT. Карьера HR и Recruiter — 7 марта, бесплатно, You HR Academy. Вебинар о карьере HR в IT-сфере: как получить знания и опыт, чтобы пройти собеседования в IT-компанию. Темы вебинара: Как обстоят дела сейчас в IT сфере?

Где проходить обучение и получать базу знаний?

Кто такой HR и Рекрутер? Чем отличаются професии, функционал и обязанности?

Какой уровень английского необходим и как подготовиться к интервью на английском?

Как построить карьеру в HR или IT Recruitment?

Матрица компетенций HR менеджера и Рекрутера в IT сфере

Сколько зарабатывает IT HR / Рекрутер? Из чего формируется доход в этих профессиях?

Как эффективно подготовить CV / Резюме HR менеджеру и Рекрутеру?

Как лучше всего начинать свою карьеру в HR и Рекрутинге?

YOU HR Academy — образовательная платформа для HR.



Деловой ланч «без галстуков» для IT HR (офлайн) — 15 и 30 марта, бесплатно, Hello World Где: Санкт-Петербург, ул. Марата, 1/71, ТЦ Невский Атриум, 3 этаж, коворкинг ""Andplace"". На 1,5-часовой офлайн-встрече вас ждут неформальное общение за чашкой чая/кофе с пиццей, игры в настольный футбол и PS. А также основатель Hello, World Никита Николаев ответит на актуальные вопросы, обсудит с участниками подбор и конкретные запросы. Максимальное количество участников — 15 человек.

Hello World — IT рекрутинговое агентство



«Без галстуков» для IT HR (онлайн) — 16 и 29 марта, бесплатно, Hello World За 1,5 часа участники встречи в неформальной обстановке обсудят подбор и получат ответы на актуальные вопросы по сорсингу и рекрутингу от основателя Hello,World Никиты Николаева. Максимальное количество участников — 20 человек.

Hello World — IT рекрутинговое агентство.
